key_id,tournament_id,tournament_name,match_id,match_name,stage_name,group_name,group_stage,knockout_stage,replayed,replay,match_date,match_time,stadium_id,stadium_name,city_name,country_name,home_team_id,home_team_name,home_team_code,away_team_id,away_team_name,away_team_code,score,home_team_score,away_team_score,home_team_score_margin,away_team_score_margin,extra_time,penalty_shootout,score_penalties,home_team_score_penalties,away_team_score_penalties,result,home_team_win,away_team_win,draw,year,total_goals,goal_difference,match_result
1130,WC-2018,2018 FIFA Men's World Cup,M-2018-62,Croatia vs England,semi-finals,not applicable,0,1,0,0,2018-07-11,21:00,S-150,Luzhniki Stadium,Moscow,Russia,T-18,Croatia,HRV,T-28,England,ENG,2–1,2,1,1,-1,1,0,0-0,0,0,home team win,1,0,0,2018,3,1,Home Win
1131,WC-2018,2018 FIFA Men's World Cup,M-2018-63,Belgium vs England,third-place match,not applicable,0,1,0,0,2018-07-14,17:00,S-154,Krestovsky Stadium,Saint Petersburg,Russia,T-06,Belgium,BEL,T-28,England,ENG,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2018,2,2,Home Win
1132,WC-2018,2018 FIFA Men's World Cup,M-2018-64,France vs Croatia,final,not applicable,0,1,0,0,2018-07-15,18:00,S-150,Luzhniki Stadium,Moscow,Russia,T-30,France,FRA,T-18,Croatia,HRV,4–2,4,2,2,-2,0,0,0-0,0,0,home team win,1,0,0,2018,6,2,Home Win
1185,WC-2022,2022 FIFA Men's World Cup,M-2022-01,Qatar vs Ecuador,group stage,Group A,1,0,0,0,2022-11-20,19:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-59,Qatar,QAT,T-25,Ecuador,ECU,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,2,2,Away Win
1186,WC-2022,2022 FIFA Men's World Cup,M-2022-02,England vs Iran,group stage,Group B,1,0,0,0,2022-11-21,16:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-28,England,ENG,T-38,Iran,IRN,6–2,6,2,4,-4,0,0,0-0,0,0,home team win,1,0,0,2022,8,4,Home Win
1187,WC-2022,2022 FIFA Men's World Cup,M-2022-03,Senegal vs Netherlands,group stage,Group A,1,0,0,0,2022-11-21,19:00,S-145,Al Thumama Stadium,Doha,Qatar,T-65,Senegal,SEN,T-48,Netherlands,NLD,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,2,2,Away Win
1188,WC-2022,2022 FIFA Men's World Cup,M-2022-04,United States vs Wales,group stage,Group B,1,0,0,0,2022-11-21,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-83,United States,USA,T-85,Wales,WAL,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,2022,2,0,Draw
1189,WC-2022,2022 FIFA Men's World Cup,M-2022-05,Argentina vs Saudi Arabia,group stage,Group C,1,0,0,0,2022-11-22,13:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-63,Saudi Arabia,SAU,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,3,1,Away Win
1190,WC-2022,2022 FIFA Men's World Cup,M-2022-06,Denmark vs Tunisia,group stage,Group D,1,0,0,0,2022-11-22,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-22,Denmark,DNK,T-79,Tunisia,TUN,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022,0,0,Draw
1191,WC-2022,2022 FIFA Men's World Cup,M-2022-07,Mexico vs Poland,group stage,Group C,1,0,0,0,2022-11-22,19:00,S-146,Stadium 974,Doha,Qatar,T-46,Mexico,MEX,T-57,Poland,POL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022,0,0,Draw
1192,WC-2022,2022 FIFA Men's World Cup,M-2022-08,France vs Australia,group stage,Group D,1,0,0,0,2022-11-22,22:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-30,France,FRA,T-04,Australia,AUS,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022,5,3,Home Win
1193,WC-2022,2022 FIFA Men's World Cup,M-2022-09,Morocco vs Croatia,group stage,Group F,1,0,0,0,2022-11-23,13:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-47,Morocco,MAR,T-18,Croatia,HRV,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022,0,0,Draw
1194,WC-2022,2022 FIFA Men's World Cup,M-2022-10,Germany vs Japan,group stage,Group E,1,0,0,0,2022-11-23,16:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-31,Germany,DEU,T-44,Japan,JPN,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,3,1,Away Win
1195,WC-2022,2022 FIFA Men's World Cup,M-2022-11,Spain vs Costa Rica,group stage,Group E,1,0,0,0,2022-11-23,19:00,S-145,Al Thumama Stadium,Doha,Qatar,T-73,Spain,ESP,T-17,Costa Rica,CRI,7–0,7,0,7,-7,0,0,0-0,0,0,home team win,1,0,0,2022,7,7,Home Win
1196,WC-2022,2022 FIFA Men's World Cup,M-2022-12,Belgium vs Canada,group stage,Group F,1,0,0,0,2022-11-23,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-06,Belgium,BEL,T-12,Canada,CAN,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,1,1,Home Win
1197,WC-2022,2022 FIFA Men's World Cup,M-2022-13,Switzerland vs Cameroon,group stage,Group G,1,0,0,0,2022-11-24,13:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-75,Switzerland,CHE,T-11,Cameroon,CMR,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,1,1,Home Win
1198,WC-2022,2022 FIFA Men's World Cup,M-2022-14,Uruguay vs South Korea,group stage,Group H,1,0,0,0,2022-11-24,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-84,Uruguay,URY,T-71,South Korea,KOR,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022,0,0,Draw
1199,WC-2022,2022 FIFA Men's World Cup,M-2022-15,Portugal vs Ghana,group stage,Group H,1,0,0,0,2022-11-24,19:00,S-146,Stadium 974,Doha,Qatar,T-58,Portugal,PRT,T-32,Ghana,GHA,3–2,3,2,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,5,1,Home Win
1200,WC-2022,2022 FIFA Men's World Cup,M-2022-16,Brazil vs Serbia,group stage,Group G,1,0,0,0,2022-11-24,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-09,Brazil,BRA,T-66,Serbia,SRB,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,2,2,Home Win
1201,WC-2022,2022 FIFA Men's World Cup,M-2022-17,Wales vs Iran,group stage,Group B,1,0,0,0,2022-11-25,13:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-85,Wales,WAL,T-38,Iran,IRN,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,2,2,Away Win
1202,WC-2022,2022 FIFA Men's World Cup,M-2022-18,Qatar vs Senegal,group stage,Group A,1,0,0,0,2022-11-25,16:00,S-145,Al Thumama Stadium,Doha,Qatar,T-59,Qatar,QAT,T-65,Senegal,SEN,1–3,1,3,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,4,2,Away Win
1203,WC-2022,2022 FIFA Men's World Cup,M-2022-19,Netherlands vs Ecuador,group stage,Group A,1,0,0,0,2022-11-25,19:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-48,Netherlands,NLD,T-25,Ecuador,ECU,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,2022,2,0,Draw
1204,WC-2022,2022 FIFA Men's World Cup,M-2022-20,England vs United States,group stage,Group B,1,0,0,0,2022-11-25,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-28,England,ENG,T-83,United States,USA,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022,0,0,Draw
1205,WC-2022,2022 FIFA Men's World Cup,M-2022-21,Tunisia vs Australia,group stage,Group D,1,0,0,0,2022-11-26,13:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-79,Tunisia,TUN,T-04,Australia,AUS,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,1,1,Away Win
1206,WC-2022,2022 FIFA Men's World Cup,M-2022-22,Poland vs Saudi Arabia,group stage,Group C,1,0,0,0,2022-11-26,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-57,Poland,POL,T-63,Saudi Arabia,SAU,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,2,2,Home Win
1207,WC-2022,2022 FIFA Men's World Cup,M-2022-23,France vs Denmark,group stage,Group D,1,0,0,0,2022-11-26,19:00,S-146,Stadium 974,Doha,Qatar,T-30,France,FRA,T-22,Denmark,DNK,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,3,1,Home Win
1208,WC-2022,2022 FIFA Men's World Cup,M-2022-24,Argentina vs Mexico,group stage,Group C,1,0,0,0,2022-11-26,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-46,Mexico,MEX,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,2,2,Home Win
1209,WC-2022,2022 FIFA Men's World Cup,M-2022-25,Japan vs Costa Rica,group stage,Group E,1,0,0,0,2022-11-27,13:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-44,Japan,JPN,T-17,Costa Rica,CRI,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,1,1,Away Win
1210,WC-2022,2022 FIFA Men's World Cup,M-2022-26,Belgium vs Morocco,group stage,Group F,1,0,0,0,2022-11-27,16:00,S-145,Al Thumama Stadium,Doha,Qatar,T-06,Belgium,BEL,T-47,Morocco,MAR,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,2,2,Away Win
1211,WC-2022,2022 FIFA Men's World Cup,M-2022-27,Croatia vs Canada,group stage,Group F,1,0,0,0,2022-11-27,19:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-12,Canada,CAN,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022,5,3,Home Win
1212,WC-2022,2022 FIFA Men's World Cup,M-2022-28,Spain vs Germany,group stage,Group E,1,0,0,0,2022-11-27,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-73,Spain,ESP,T-31,Germany,DEU,1–1,1,1,0,0,0,0,0-0,0,0,draw,0,0,1,2022,2,0,Draw
1213,WC-2022,2022 FIFA Men's World Cup,M-2022-29,Cameroon vs Serbia,group stage,Group G,1,0,0,0,2022-11-28,13:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-11,Cameroon,CMR,T-66,Serbia,SRB,3–3,3,3,0,0,0,0,0-0,0,0,draw,0,0,1,2022,6,0,Draw
1214,WC-2022,2022 FIFA Men's World Cup,M-2022-30,South Korea vs Ghana,group stage,Group H,1,0,0,0,2022-11-28,16:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-71,South Korea,KOR,T-32,Ghana,GHA,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,5,1,Away Win
1215,WC-2022,2022 FIFA Men's World Cup,M-2022-31,Brazil vs Switzerland,group stage,Group G,1,0,0,0,2022-11-28,19:00,S-146,Stadium 974,Doha,Qatar,T-09,Brazil,BRA,T-75,Switzerland,CHE,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,1,1,Home Win
1216,WC-2022,2022 FIFA Men's World Cup,M-2022-32,Portugal vs Uruguay,group stage,Group H,1,0,0,0,2022-11-28,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-58,Portugal,PRT,T-84,Uruguay,URY,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,2,2,Home Win
1217,WC-2022,2022 FIFA Men's World Cup,M-2022-33,Ecuador vs Senegal,group stage,Group A,1,0,0,0,2022-11-29,18:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-25,Ecuador,ECU,T-65,Senegal,SEN,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,3,1,Away Win
1218,WC-2022,2022 FIFA Men's World Cup,M-2022-34,Netherlands vs Qatar,group stage,Group A,1,0,0,0,2022-11-29,18:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-48,Netherlands,NLD,T-59,Qatar,QAT,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,2,2,Home Win
1219,WC-2022,2022 FIFA Men's World Cup,M-2022-35,Iran vs United States,group stage,Group B,1,0,0,0,2022-11-29,22:00,S-145,Al Thumama Stadium,Doha,Qatar,T-38,Iran,IRN,T-83,United States,USA,0–1,0,1,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,1,1,Away Win
1220,WC-2022,2022 FIFA Men's World Cup,M-2022-36,Wales vs England,group stage,Group B,1,0,0,0,2022-11-29,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-85,Wales,WAL,T-28,England,ENG,0–3,0,3,-3,3,0,0,0-0,0,0,away team win,0,1,0,2022,3,3,Away Win
1221,WC-2022,2022 FIFA Men's World Cup,M-2022-37,Australia vs Denmark,group stage,Group D,1,0,0,0,2022-11-30,18:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-04,Australia,AUS,T-22,Denmark,DNK,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,1,1,Home Win
1222,WC-2022,2022 FIFA Men's World Cup,M-2022-38,Tunisia vs France,group stage,Group D,1,0,0,0,2022-11-30,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-79,Tunisia,TUN,T-30,France,FRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,1,1,Home Win
1223,WC-2022,2022 FIFA Men's World Cup,M-2022-39,Poland vs Argentina,group stage,Group C,1,0,0,0,2022-11-30,22:00,S-146,Stadium 974,Doha,Qatar,T-57,Poland,POL,T-03,Argentina,ARG,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,2,2,Away Win
1224,WC-2022,2022 FIFA Men's World Cup,M-2022-40,Saudi Arabia vs Mexico,group stage,Group C,1,0,0,0,2022-11-30,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-63,Saudi Arabia,SAU,T-46,Mexico,MEX,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,3,1,Away Win
1225,WC-2022,2022 FIFA Men's World Cup,M-2022-41,Canada vs Morocco,group stage,Group F,1,0,0,0,2022-12-01,18:00,S-145,Al Thumama Stadium,Doha,Qatar,T-12,Canada,CAN,T-47,Morocco,MAR,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,3,1,Away Win
1226,WC-2022,2022 FIFA Men's World Cup,M-2022-42,Croatia vs Belgium,group stage,Group F,1,0,0,0,2022-12-01,18:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-06,Belgium,BEL,0–0,0,0,0,0,0,0,0-0,0,0,draw,0,0,1,2022,0,0,Draw
1227,WC-2022,2022 FIFA Men's World Cup,M-2022-43,Costa Rica vs Germany,group stage,Group E,1,0,0,0,2022-12-01,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-17,Costa Rica,CRI,T-31,Germany,DEU,2–4,2,4,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,6,2,Away Win
1228,WC-2022,2022 FIFA Men's World Cup,M-2022-44,Japan vs Spain,group stage,Group E,1,0,0,0,2022-12-01,22:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-44,Japan,JPN,T-73,Spain,ESP,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,3,1,Home Win
1229,WC-2022,2022 FIFA Men's World Cup,M-2022-45,Ghana vs Uruguay,group stage,Group H,1,0,0,0,2022-12-02,18:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-32,Ghana,GHA,T-84,Uruguay,URY,0–2,0,2,-2,2,0,0,0-0,0,0,away team win,0,1,0,2022,2,2,Away Win
1230,WC-2022,2022 FIFA Men's World Cup,M-2022-46,South Korea vs Portugal,group stage,Group H,1,0,0,0,2022-12-02,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-71,South Korea,KOR,T-58,Portugal,PRT,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,3,1,Home Win
1231,WC-2022,2022 FIFA Men's World Cup,M-2022-47,Cameroon vs Brazil,group stage,Group G,1,0,0,0,2022-12-02,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-11,Cameroon,CMR,T-09,Brazil,BRA,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,1,1,Home Win
1232,WC-2022,2022 FIFA Men's World Cup,M-2022-48,Serbia vs Switzerland,group stage,Group G,1,0,0,0,2022-12-02,22:00,S-146,Stadium 974,Doha,Qatar,T-66,Serbia,SRB,T-75,Switzerland,CHE,2–3,2,3,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,5,1,Away Win
1233,WC-2022,2022 FIFA Men's World Cup,M-2022-49,Netherlands vs United States,round of 16,not applicable,0,1,0,0,2022-12-03,18:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-48,Netherlands,NLD,T-83,United States,USA,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,4,2,Home Win
1234,WC-2022,2022 FIFA Men's World Cup,M-2022-50,Argentina vs Australia,round of 16,not applicable,0,1,0,0,2022-12-03,22:00,S-141,Ahmad bin Ali Stadium,Al Rayyan,Qatar,T-03,Argentina,ARG,T-04,Australia,AUS,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,3,1,Home Win
1235,WC-2022,2022 FIFA Men's World Cup,M-2022-51,France vs Poland,round of 16,not applicable,0,1,0,0,2022-12-04,18:00,S-145,Al Thumama Stadium,Doha,Qatar,T-30,France,FRA,T-57,Poland,POL,3–1,3,1,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,4,2,Home Win
1236,WC-2022,2022 FIFA Men's World Cup,M-2022-52,England vs Senegal,round of 16,not applicable,0,1,0,0,2022-12-04,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-28,England,ENG,T-65,Senegal,SEN,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022,3,3,Home Win
1237,WC-2022,2022 FIFA Men's World Cup,M-2022-53,Japan vs Croatia,round of 16,not applicable,0,1,0,0,2022-12-05,18:00,S-144,Al Janoub Stadium,Al Wakrah,Qatar,T-44,Japan,JPN,T-18,Croatia,HRV,1–1,1,1,0,0,1,1,1–3,1,3,away team win,0,1,0,2022,2,0,Away Win
1238,WC-2022,2022 FIFA Men's World Cup,M-2022-54,Brazil vs South Korea,round of 16,not applicable,0,1,0,0,2022-12-05,22:00,S-146,Stadium 974,Doha,Qatar,T-09,Brazil,BRA,T-71,South Korea,KOR,4–1,4,1,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022,5,3,Home Win
1239,WC-2022,2022 FIFA Men's World Cup,M-2022-55,Morocco vs Spain,round of 16,not applicable,0,1,0,0,2022-12-06,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-47,Morocco,MAR,T-73,Spain,ESP,0–0,0,0,0,0,1,1,3–0,3,0,home team win,1,0,0,2022,0,0,Home Win
1240,WC-2022,2022 FIFA Men's World Cup,M-2022-56,Portugal vs Switzerland,round of 16,not applicable,0,1,0,0,2022-12-06,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-58,Portugal,PRT,T-75,Switzerland,CHE,6–1,6,1,5,-5,0,0,0-0,0,0,home team win,1,0,0,2022,7,5,Home Win
1241,WC-2022,2022 FIFA Men's World Cup,M-2022-57,Croatia vs Brazil,quarter-finals,not applicable,0,1,0,0,2022-12-09,18:00,S-142,Education City Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-09,Brazil,BRA,1–1,1,1,0,0,1,1,4–2,4,2,home team win,1,0,0,2022,2,0,Home Win
1242,WC-2022,2022 FIFA Men's World Cup,M-2022-58,Netherlands vs Argentina,quarter-finals,not applicable,0,1,0,0,2022-12-09,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-48,Netherlands,NLD,T-03,Argentina,ARG,2–2,2,2,0,0,1,1,3–4,3,4,away team win,0,1,0,2022,4,0,Away Win
1243,WC-2022,2022 FIFA Men's World Cup,M-2022-59,Morocco vs Portugal,quarter-finals,not applicable,0,1,0,0,2022-12-10,18:00,S-145,Al Thumama Stadium,Doha,Qatar,T-47,Morocco,MAR,T-58,Portugal,PRT,1–0,1,0,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,1,1,Home Win
1244,WC-2022,2022 FIFA Men's World Cup,M-2022-60,England vs France,quarter-finals,not applicable,0,1,0,0,2022-12-10,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-28,England,ENG,T-30,France,FRA,1–2,1,2,-1,1,0,0,0-0,0,0,away team win,0,1,0,2022,3,1,Away Win
1245,WC-2022,2022 FIFA Men's World Cup,M-2022-61,Argentina vs Croatia,semi-finals,not applicable,0,1,0,0,2022-12-13,22:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-18,Croatia,HRV,3–0,3,0,3,-3,0,0,0-0,0,0,home team win,1,0,0,2022,3,3,Home Win
1246,WC-2022,2022 FIFA Men's World Cup,M-2022-62,France vs Morocco,semi-finals,not applicable,0,1,0,0,2022-12-14,22:00,S-140,Al Bayt Stadium,Al Khor,Qatar,T-30,France,FRA,T-47,Morocco,MAR,2–0,2,0,2,-2,0,0,0-0,0,0,home team win,1,0,0,2022,2,2,Home Win
1247,WC-2022,2022 FIFA Men's World Cup,M-2022-63,Croatia vs Morocco,third-place match,not applicable,0,1,0,0,2022-12-17,18:00,S-143,Khalifa International Stadium,Al Rayyan,Qatar,T-18,Croatia,HRV,T-47,Morocco,MAR,2–1,2,1,1,-1,0,0,0-0,0,0,home team win,1,0,0,2022,3,1,Home Win
1248,WC-2022,2022 FIFA Men's World Cup,M-2022-64,Argentina vs France,final,not applicable,0,1,0,0,2022-12-18,18:00,S-147,Lusail Stadium,Lusail,Qatar,T-03,Argentina,ARG,T-30,France,FRA,3–3,3,3,0,0,1,1,4–2,4,2,home team win,1,0,0,2022,6,0,Home Win
